survey_id,customer_id,nps_score,survey_date,plan_type,contract_type,segment,feedback_category,feedback_text
SV-02655,C-1825,8,2024-11-26,professional,Monthly,passive,Technical,"The system handles our call volume admirably, and the video conferencing stays stable even during large webinars. However, the 30% of technical tickets that remain open are dragging down our confidence in the service. We’ve also experienced occasional latency spikes during peak hours, which affects agent productivity. A more transparent ticket tracking system would help us stay informed. If those issues are addressed, this could be a top‑tier solution for us."
SV_C-1826_1,C-1826,1,2024-09-06,Starter,Annual,detractor,Account,"Honestly, the platform has been a nightmare from day one – the recurring payment failure and constant account glitches have cost us valuable client calls. I'm seriously considering moving to a competitor unless this gets fixed immediately."
SV-01268,C-1827,6,2024-10-23,professional,Monthly,detractor,Technical,"The call routing feature still drops calls despite our heavy usage, and the unresolved critical ticket makes it unusable."
SV-03746,C-1828,9,2024-09-30,enterprise,Annual,promoter,Billing,"Our support agents rely on the video conferencing tool every day, and the call quality has been rock solid even during peak hours. The integration with our CRM syncs flawlessly, saving us hours each week. We did notice a single payment hiccup last month, but the billing team resolved it quickly and courteously. If anything, it would be great to have a more granular usage dashboard to track team activity. Overall, the platform feels like a core part of our communication strategy."
SV-03747,C-1828,10,2024-03-31,enterprise,Annual,promoter,General,"I can't say enough good things about how the unified communications suite has transformed our workflow. The video rooms never lag, and the instant messaging keeps remote teams in sync without any hiccups. Our call center agents love the automatic call distribution, which has cut average handling time by 20%. The billing process is transparent, and the rare payment issue was handled with exceptional professionalism. We've already recommended this service to several partners, and we'll continue to champion it."
SV-03639,C-1829,1,2024-07-24,Starter,Monthly,detractor,Account,"After months of battling endless technical outages, we finally decided to pull the plug on the service. The critical incident last quarter knocked out our entire call center for hours, and support never gave us a clear resolution. Billing kept sending confusing invoices, and the account manager was unresponsive when we asked for help. We wasted a lot of money and time trying to make it work, and now we're back to our legacy system. I hope future customers aren't forced into the same frustrating cycle."
SV-03128,C-1830,7,2024-02-26,Starter,Annual,passive,Feature Request,"While the overall call quality is solid, I wish the analytics could provide real‑time agent performance metrics. Our team uses the messaging feature daily and it’s been reliable, but deeper reporting would help us fine‑tune staffing. Other than that, the platform meets our needs."
SV-03127,C-1830,7,2024-09-14,Starter,Annual,passive,Feature Request,"Great platform overall, just need an easier way to export chat histories."
SV-02140,C-1831,8,2024-11-25,Starter,Monthly,passive,Feature Request,"Even though the video calls rarely drop, the UI could use a dark mode for our night‑shift agents. The integration with our ticketing system works well, and the call routing has improved our response times. A small UI tweak would make the experience perfect."
SV-02141,C-1831,9,2024-01-30,Starter,Monthly,promoter,General,"We’re extremely pleased with how the unified communications suite supports our remote workforce. The video conferencing runs smoothly, and the instant messaging feels instant, which keeps collaboration tight. Our agents love the auto‑dialer, and it’s helped us increase outbound sales by 15%. Support has been responsive, and the billing transparency gives us confidence. I’ll be shouting about this product at every industry meetup."
SV-00393,C-1832,3,2024-12-26,Starter,Annual,detractor,Billing,"Billing has been a constant headache with three failed payments and confusing notices. The platform itself works okay, but the unresolved billing tickets make us doubt its value. We’re seriously considering switching unless these issues are addressed soon."
SV-00044,C-1832,1,2024-06-15,Starter,Annual,detractor,Technical,"Honestly, the call quality is terrible and the platform crashes during meetings, wasting our time and costing us clients."
SV-02707,C-1833,10,2024-08-23,Enterprise,Monthly,promoter,Feature Request,"This system still can’t handle basic call transfers, making our support line a nightmare."
